,Fahrtnummer,Fahrzeugnummer,Buchungskreis,Abfahrtsdatum,Messung,Zug id,Abfahrtszeit,Ankunftszeit,Entfernung km,Passagieranzahl,Abfahrtsbahnhof,Ankunftsbahnhof,grund
5082,9675515151.0,9.0,XXXX,2023-03-06,3750.02,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5083,9675515151.0,10.0,XXXX,2023-03-06,2784.97,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5084,9675515151.0,11.0,XXXX,2023-03-06,1586.21,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5085,9675515151.0,12.0,XXXX,2023-03-06,2801.7,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5086,9675515151.0,13.0,XXXX,2023-03-06,1835.8,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5087,9675515151.0,14.0,XXXX,2023-03-06,2797.4,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5088,9675515151.0,15.0,XXXX,2023-03-06,4525.67,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5089,9675515151.0,16.0,XXXX,2023-03-06,-2604.96,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5090,9675515151.0,17.0,XXXX,2023-03-06,3175.09,9675515151.0,2024-06-19 17:37:57,2024-06-19 20:27:57,336,395,Lake Steven,Taylorbury,Buchungskreis could not be converted to numeric
5215,352509041.0,1.0,XXXX,2020-05-06,2444.56,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,819,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5216,352509041.0,2.0,XXXX,2020-05-06,2318.53,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,819,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5217,352509041.0,3.0,XXXX,2020-05-06,2763.4,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,819,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5218,352509041.0,4.0,XXXX,2020-05-06,3974.03,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,list,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5219,352509041.0,5.0,XXXX,2020-05-06,2977.65,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,819,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5220,352509041.0,6.0,XXXX,2020-05-06,3628.33,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,819,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5221,352509041.0,7.0,XXXX,2020-05-06,2250.87,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,819,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5222,352509041.0,8.0,XXXX,2020-05-06,4207.52,352509041.0,2024-05-31 16:33:10,2024-05-31 20:00:10,819,382,Randallhaven,Allisonmouth,Buchungskreis could not be converted to numeric
5253,1791624362.0,1.0,XXXX,2021-02-06,3147.15,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5254,1791624362.0,2.0,XXXX,2021-02-06,2190.27,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5255,1791624362.0,3.0,XXXX,2021-02-06,760.37,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5256,1791624362.0,4.0,XXXX,2021-02-06,2428.75,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5257,1791624362.0,5.0,XXXX,2021-02-06,4816.1,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5258,1791624362.0,6.0,XXXX,2021-02-06,4409.19,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5259,1791624362.0,7.0,XXXX,2021-02-06,553.47,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5260,1791624362.0,8.0,XXXX,2021-02-06,2679.44,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5261,1791624362.0,9.0,XXXX,2021-02-06,1439.5,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5263,1791624362.0,11.0,XXXX,2021-02-06,1376.39,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5264,1791624362.0,12.0,XXXX,2021-02-06,538.37,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5265,1791624362.0,13.0,XXXX,2021-02-06,1298.77,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5266,1791624362.0,14.0,XXXX,2021-02-06,4074.33,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5267,1791624362.0,15.0,XXXX,2023-03-21,2280.13,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5268,1791624362.0,16.0,XXXX,2021-02-06,3522.19,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5269,1791624362.0,17.0,XXXX,2021-02-06,3602.82,1791624362.0,2024-05-27 03:22:15,2024-05-27 05:10:15,325,111,Danielstad,Melanietown,Buchungskreis could not be converted to numeric
5311,2404712779.0,1.0,XXXX,2024-03-01,2556.0,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5312,2404712779.0,2.0,XXXX,2024-03-01,4675.02,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5313,2404712779.0,3.0,XXXX,2024-03-01,1910.9,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5314,2404712779.0,4.0,XXXX,2024-03-01,1435.47,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5315,2404712779.0,5.0,XXXX,2024-03-01,4603.79,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5316,2404712779.0,6.0,XXXX,2024-03-01,833.61,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5317,2404712779.0,7.0,XXXX,2024-03-01,817.48,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5318,2404712779.0,8.0,XXXX,2024-03-01,4893.39,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5319,2404712779.0,9.0,XXXX,2024-03-01,3799.15,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5320,2404712779.0,10.0,XXXX,2024-03-01,1039.93,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5321,2404712779.0,11.0,XXXX,2006-04-09,4840.87,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5322,2404712779.0,12.0,XXXX,2024-03-01,921.23,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5323,2404712779.0,13.0,XXXX,2024-03-01,2399.32,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5324,2404712779.0,14.0,XXXX,2024-03-01,2380.1,2404712779.0,2024-05-27 11:58:07,2024-05-27 13:48:07,731,191,West Raymond,North Seanfort,Buchungskreis could not be converted to numeric
5483,2322220104.0,1.0,XXXX,2021-09-02,1633.11,2322220104.0,2024-05-27 13:56:33,2024-05-27 17:40:33,95,411,Markstown,Port Marcus,Buchungskreis could not be converted to numeric
5484,2322220104.0,2.0,XXXX,2021-09-02,2476.8,2322220104.0,2024-05-27 13:56:33,2024-05-27 17:40:33,95,411,Markstown,Port Marcus,Buchungskreis could not be converted to numeric
5485,2322220104.0,3.0,XXXX,2021-09-02,2083.18,2322220104.0,2024-05-27 13:56:33,2024-05-27 17:40:33,95,411,Markstown,Port Marcus,Buchungskreis could not be converted to numeric
5567,3671322945.0,1.0,XXXX,2020-07-21,1839.93,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5568,3671322945.0,2.0,XXXX,2020-07-21,1989.84,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5569,3671322945.0,3.0,XXXX,2020-07-21,1890.65,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5570,3671322945.0,4.0,XXXX,2020-07-21,1328.72,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5571,3671322945.0,5.0,XXXX,2020-07-21,4859.42,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5572,3671322945.0,6.0,XXXX,2020-07-21,4310.98,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5573,3671322945.0,7.0,XXXX,2020-07-21,2098.46,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5574,3671322945.0,8.0,XXXX,2020-07-21,3151.66,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5575,3671322945.0,9.0,XXXX,2020-07-21,3543.88,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,phone,Lake David,Millerville,Buchungskreis could not be converted to numeric
5576,3671322945.0,10.0,XXXX,2020-07-21,3450.13,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5577,3671322945.0,11.0,XXXX,2020-07-21,1890.24,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5578,3671322945.0,12.0,XXXX,2020-07-21,3575.53,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5580,3671322945.0,14.0,XXXX,2020-07-21,2132.38,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5581,3671322945.0,15.0,XXXX,2020-07-21,696.8,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5583,3671322945.0,17.0,XXXX,2020-07-21,1911.91,3671322945.0,2024-05-29 02:53:49,2024-05-29 06:55:49,624,496,Lake David,Millerville,Buchungskreis could not be converted to numeric
5692,5604456427.0,1.0,XXXX,2021-11-12,2526.04,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5693,5604456427.0,2.0,XXXX,2021-11-12,1902.76,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5694,5604456427.0,3.0,XXXX,2021-11-12,1240.38,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5695,5604456427.0,4.0,XXXX,2021-11-12,625.1,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5696,5604456427.0,5.0,XXXX,2021-11-12,944.84,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5697,5604456427.0,6.0,XXXX,2021-11-12,2080.96,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5698,5604456427.0,7.0,XXXX,2021-11-12,2535.09,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5699,5604456427.0,8.0,XXXX,2021-11-12,2616.77,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5700,5604456427.0,9.0,XXXX,2021-11-12,4191.95,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5701,5604456427.0,10.0,XXXX,2021-11-12,4203.17,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5702,5604456427.0,11.0,XXXX,2021-11-12,3752.39,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5703,5604456427.0,12.0,XXXX,2021-11-12,2119.98,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5704,5604456427.0,13.0,XXXX,2021-11-12,4356.58,5604456427.0,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Buchungskreis could not be converted to numeric
5733,2564670696.0,1.0,XXXX,2020-07-22,2421.33,2564670696.0,2024-06-21 20:34:41,2024-06-22 01:19:41,637,391,Port Stephen,West Bradley,Buchungskreis could not be converted to numeric
5734,2564670696.0,2.0,XXXX,2020-07-22,3641.93,2564670696.0,2024-06-21 20:34:41,2024-06-22 01:19:41,637,391,Port Stephen,West Bradley,Buchungskreis could not be converted to numeric
5735,2564670696.0,3.0,XXXX,2020-07-22,2040.8,2564670696.0,2024-06-21 20:34:41,2024-06-22 01:19:41,637,391,Port Stephen,West Bradley,Buchungskreis could not be converted to numeric
5736,1327845294.0,1.0,XXXX,2021-05-26,2149.38,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5737,1327845294.0,2.0,XXXX,2021-05-26,3134.23,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5738,1327845294.0,3.0,XXXX,2021-05-26,3060.79,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5739,1327845294.0,4.0,XXXX,2021-05-26,1677.64,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5740,1327845294.0,5.0,XXXX,2021-05-26,2434.5,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5741,1327845294.0,6.0,XXXX,2021-05-26,802.83,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5742,1327845294.0,7.0,XXXX,2021-05-26,2937.18,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5743,1327845294.0,8.0,XXXX,2021-05-26,561.73,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5744,1327845294.0,9.0,XXXX,2020-07-13,4929.97,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5745,1327845294.0,10.0,XXXX,2021-05-26,1991.93,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5746,1327845294.0,11.0,XXXX,2021-05-26,3999.4,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5748,1327845294.0,13.0,XXXX,2021-05-26,3653.74,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5749,1327845294.0,14.0,XXXX,2021-05-26,782.89,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5750,1327845294.0,15.0,XXXX,2021-05-26,2209.31,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5751,1327845294.0,16.0,XXXX,2021-05-26,566.84,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5752,1327845294.0,17.0,XXXX,2021-05-26,4356.19,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5753,1327845294.0,18.0,XXXX,2021-05-26,575.06,1327845294.0,2024-06-09 11:30:51,2024-06-09 14:12:51,608,337,East Matthewville,Wallsville,Buchungskreis could not be converted to numeric
5857,9312339003.0,1.0,XXXX,2022-07-27,1823.49,9312339003.0,2024-05-31 03:49:43,2024-05-31 08:26:43,778,73,Robertsville,Ashleytown,Buchungskreis could not be converted to numeric
5858,9312339003.0,2.0,XXXX,2022-07-27,4676.28,9312339003.0,2024-05-31 03:49:43,2024-05-31 08:26:43,778,73,Robertsville,Ashleytown,Buchungskreis could not be converted to numeric
5859,9312339003.0,3.0,XXXX,2022-07-27,3809.87,9312339003.0,2024-05-31 03:49:43,2024-05-31 08:26:43,778,73,Robertsville,Ashleytown,Buchungskreis could not be converted to numeric
5860,9312339003.0,4.0,XXXX,2022-07-27,4120.58,9312339003.0,2024-05-31 03:49:43,2024-05-31 08:26:43,778,73,Robertsville,Ashleytown,Buchungskreis could not be converted to numeric
5906,9681005178.0,1.0,XXXX,2020-07-03,649.78,9681005178.0,2024-06-25 21:54:02,2024-06-26 01:13:02,948,137,Christopherhaven,Cindymouth,Buchungskreis could not be converted to numeric
5907,9681005178.0,2.0,XXXX,2020-07-03,3191.36,9681005178.0,2024-06-25 21:54:02,2024-06-26 01:13:02,948,137,Christopherhaven,Cindymouth,Buchungskreis could not be converted to numeric
6092,3761479111.0,1.0,XXXX,2020-09-16,2767.52,3761479111.0,2024-06-14 16:06:17,2024-06-14 17:08:17,514,50,North Elizabeth,Kennethmouth,Buchungskreis could not be converted to numeric
6093,3761479111.0,2.0,XXXX,2020-09-16,2938.4,3761479111.0,2024-06-14 16:06:17,2024-06-14 17:08:17,514,50,North Elizabeth,Kennethmouth,Buchungskreis could not be converted to numeric
6127,1020075744.0,1.0,XXXX,2021-02-12,3756.15,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6128,1020075744.0,2.0,XXXX,2021-02-12,3477.47,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6129,1020075744.0,3.0,XXXX,2021-02-12,2619.04,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6131,1020075744.0,5.0,XXXX,2021-02-12,4890.32,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6132,1020075744.0,6.0,XXXX,2021-02-12,1487.14,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6133,1020075744.0,7.0,XXXX,2021-02-12,3036.8,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6134,1020075744.0,8.0,XXXX,2021-02-12,1826.54,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6136,1020075744.0,10.0,XXXX,1999-06-19,816.57,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6138,1020075744.0,12.0,XXXX,2021-02-12,3944.69,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6139,1020075744.0,13.0,XXXX,2021-02-12,2274.09,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6140,1020075744.0,14.0,XXXX,2021-02-12,582.74,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6141,1020075744.0,15.0,XXXX,2021-02-12,1822.89,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6142,1020075744.0,16.0,XXXX,2021-02-12,1649.33,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6143,1020075744.0,17.0,XXXX,2021-02-12,4827.91,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6144,1020075744.0,18.0,XXXX,2021-02-12,4221.05,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6145,1020075744.0,19.0,XXXX,2021-02-12,1036.75,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6146,1020075744.0,20.0,XXXX,2021-02-12,1589.89,1020075744.0,2024-06-09 18:43:38,2024-06-09 20:41:38,408,287,Kennethberg,Lake William,Buchungskreis could not be converted to numeric
6162,1447629948.0,1.0,XXXX,2023-12-13,1445.18,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6163,1447629948.0,2.0,XXXX,2023-12-13,4803.28,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6164,1447629948.0,3.0,XXXX,2023-12-13,4858.59,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6165,1447629948.0,4.0,XXXX,2023-12-13,3103.79,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6166,1447629948.0,5.0,XXXX,2023-12-13,1341.54,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6167,1447629948.0,6.0,XXXX,2023-12-13,1885.88,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6168,1447629948.0,7.0,XXXX,2023-04-18,614.02,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6169,1447629948.0,8.0,XXXX,2023-12-13,4981.67,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6170,1447629948.0,9.0,XXXX,2023-12-13,3958.25,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6171,1447629948.0,10.0,XXXX,2023-12-13,1111.12,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6172,1447629948.0,11.0,XXXX,2023-12-13,2501.45,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6173,1447629948.0,12.0,XXXX,2023-12-13,4122.93,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6174,1447629948.0,13.0,XXXX,2023-12-13,4587.82,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6175,1447629948.0,14.0,XXXX,2023-12-13,4357.26,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6176,1447629948.0,15.0,XXXX,2023-12-13,1154.91,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6177,1447629948.0,16.0,XXXX,2023-12-13,4322.48,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6178,1447629948.0,17.0,XXXX,2023-12-13,2833.87,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
6179,1447629948.0,18.0,XXXX,2023-12-13,2834.0,1447629948.0,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Buchungskreis could not be converted to numeric
